Ensembl ID	Gene name	logFC	H3K79me2 GB Coverage
ENSMUSG00000022673	Mcm4	-0.644039750846059	0.184094
ENSMUSG00000060288	Ppih	-0.643332744574401	0.0238594
ENSMUSG00000020741	Cluh	-0.643167627357916	0.6499555
ENSMUSG00000035049	Rrp12	-0.643014943161835	0.0335354
ENSMUSG00000031821	Gins2	-0.642357118752392	0.4298635
ENSMUSG00000025153	Fasn	-0.640932078983925	0.2060745
ENSMUSG00000037278	Tmem97	-0.640773841744559	0.542015
ENSMUSG00000052397	Ezr	-0.640269615141634	0.6079475
ENSMUSG00000043091	Tuba1c	-0.640225245156345	0.668613
ENSMUSG00000035615	Frmpd1	-0.640200406218339	0.11195095
ENSMUSG00000027242	Wdr76	-0.640170700928967	0.29232
ENSMUSG00000061603	Akap6	-0.640106801294428	0.242956
ENSMUSG00000025980	Hspd1	-0.639928280132177	0.542655
ENSMUSG00000012443	Kif11	-0.639332986261892	0.441911999999999
ENSMUSG00000053801	Grwd1	-0.639204774947612	0.298672
ENSMUSG00000022964	Tmem50b	-0.638491990262171	0.3149845
ENSMUSG00000031626	Sorbs2	-0.638104264514144	0.4830215
ENSMUSG00000024165	Jpt2	-0.637579184871165	0.253255499999999
ENSMUSG00000014301	Pam16	-0.635502575009143	0.650968
ENSMUSG00000005370	Msh6	-0.635091470005354	0.590076499999999
ENSMUSG00000010175	Prox1	-0.635047899308975	0.6391895
ENSMUSG00000023963	Cyp39a1	-0.634826272682635	0.276542
ENSMUSG00000022962	Gart	-0.634381524148244	0.150755
ENSMUSG00000021597	Slf1	-0.633246229479153	0.12531675
ENSMUSG00000042589	Cux2	-0.633213933358728	0.256995
ENSMUSG00000027284	Cdan1	-0.631866790968539	0.283695
ENSMUSG00000070056	Mfhas1	-0.631740088434069	0.6624295
ENSMUSG00000027326	Knl1	-0.631659734494022	0.1128583
ENSMUSG00000030872	Gga2	-0.631226848662855	0.4020605
ENSMUSG00000026384	Ptpn4	-0.631045176231466	0.281795
ENSMUSG00000034206	Polq	-0.630941257345303	0.02917545
ENSMUSG00000027342	Pcna	-0.629723107899564	0.595472999999999
ENSMUSG00000006715	Gmnn	-0.629253260816396	0.467507
ENSMUSG00000034906	Ncaph	-0.628954901054412	0.2097295
ENSMUSG00000027379	Bub1	-0.628345596601852	0.02197175
ENSMUSG00000068744	Psrc1	-0.628271461797259	0.2353745
ENSMUSG00000024998	Plce1	-0.627946523648721	0.2988895
ENSMUSG00000049349	Gm5105	-0.627423914854504	0.479305
ENSMUSG00000020844	Nxn	-0.625007551985972	0.3925555
ENSMUSG00000039899	Fgl2	-0.624768272097733	0.6978895
ENSMUSG00000091537	Tma7	-0.624607132949365	0.4640895
ENSMUSG00000020330	Hmmr	-0.624382556664723	0.241725499999999
ENSMUSG00000024742	Fen1	-0.623992866736461	0.590413
ENSMUSG00000044934	Zfp367	-0.62182000582248	0.544761
ENSMUSG00000010080	Epn3	-0.6212442691983	0.445933
ENSMUSG00000026979	Psd4	-0.61978882803092	0.0
ENSMUSG00000030287	Itpr2	-0.619386729254102	0.1754735
ENSMUSG00000034311	Kif4	-0.618982126508763	0.2555675
ENSMUSG00000054477	Kcnn2	-0.618567738580526	0.379882999999999
ENSMUSG00000045903	Npas4	-0.618551985396925	0.0
ENSMUSG00000045180	Shroom2	-0.618358883959866	0.3619035
ENSMUSG00000046982	Tshz1	-0.618242331607014	0.589523999999999
ENSMUSG00000030465	Psd3	-0.617738338091939	0.0920937
ENSMUSG00000040734	Ppp1r13l	-0.617644247408224	0.3930265
ENSMUSG00000015363	Trabd	-0.616877350647179	0.5146395
ENSMUSG00000024601	Isoc1	-0.616628997118841	0.4813665
ENSMUSG00000019831	Wasf1	-0.616439656129515	0.316892
ENSMUSG00000026879	Gsn	-0.615689435549335	0.426902
ENSMUSG00000030259	Rassf8	-0.615518113329251	0.694916
ENSMUSG00000069793	Slfn9	-0.615056957040622	0.3171635
ENSMUSG00000005481	Ddx39	-0.614916407318868	0.422841
ENSMUSG00000000751	Rpa1	-0.614196836635492	0.362676499999999
ENSMUSG00000068457	Uty	-0.611881905698733	0.290066
ENSMUSG00000015579	Nkx2-5	-0.611713668715836	0.7068235
ENSMUSG00000023505	Cdca3	-0.611702040599336	0.431046999999999
ENSMUSG00000042535	Gtpbp1	-0.611601496814307	0.266607
ENSMUSG00000024008	Cpne5	-0.610791073172849	0.01258895
ENSMUSG00000018428	Akap1	-0.610458178481627	0.670114
ENSMUSG00000074746	Pdzd8	-0.610398973726661	0.5450385
ENSMUSG00000028163	Nfkb1	-0.61006431308508	0.3972805
ENSMUSG00000074480	Mex3a	-0.609934473478934	0.6123085
ENSMUSG00000024120	Lrpprc	-0.609685935976231	0.2154645
ENSMUSG00000020973	Dnaaf2	-0.609532636319965	0.481055499999999
ENSMUSG00000025190	Got1	-0.609367129201427	0.6321315
ENSMUSG00000028348	Cavin4	-0.608033968529543	0.493543
ENSMUSG00000020189	Osbpl8	-0.60770305712017	0.5996695
ENSMUSG00000026098	Pms1	-0.607578186163017	0.0818866499999999
ENSMUSG00000057666	Gapdh	-0.606960614299395	0.64149
ENSMUSG00000040990	Sh3kbp1	-0.60695224608976	0.267651
ENSMUSG00000068394	Cep152	-0.606812867825996	0.0608454499999999
ENSMUSG00000058006	Mdn1	-0.606713671970386	0.0094116
ENSMUSG00000020456	Ogdh	-0.606615135492909	0.434349
ENSMUSG00000072980	Oip5	-0.606266844853201	0.3921075
ENSMUSG00000054717	Hmgb2	-0.604817694611209	0.553017
ENSMUSG00000065219	Snord32a	-0.60440679834327	0.542168499999999
ENSMUSG00000026610	Esrrg	-0.60420456274695	0.4953645
ENSMUSG00000037313	Tacc3	-0.603848285895296	0.141652399999999
ENSMUSG00000031879	Ciao2b	-0.603264076909599	0.6978385
ENSMUSG00000020898	Ctc1	-0.602960111837504	0.24566
ENSMUSG00000041444	Arhgap32	-0.602123209385577	0.3656825
ENSMUSG00000035314	Gdpd5	-0.60181069971537	0.309337
ENSMUSG00000001419	Mef2d	-0.601331658801065	0.684889499999999
ENSMUSG00000027699	Ect2	-0.601267158094262	0.3654625
ENSMUSG00000055491	Pprc1	-0.600873345707358	0.333036
ENSMUSG00000016477	E2f3	-0.600670524511019	0.6532415
ENSMUSG00000037466	Tedc1	-0.600591503803271	0.1588075
ENSMUSG00000005583	Mef2c	-0.600348914035	0.4412505
ENSMUSG00000035439	Haus8	-0.599893405914243	0.248481999999999
ENSMUSG00000038644	Pold1	-0.59895696745875	0.206191
ENSMUSG00000020250	Txnrd1	-0.598751737499664	0.210023499999999
ENSMUSG00000006378	Gcat	-0.598378661305782	0.050067
ENSMUSG00000027281	Slx4ip	-0.597976599638577	0.198956499999999
ENSMUSG00000005899	Smpd4	-0.597451855629595	0.1696365
ENSMUSG00000029657	Hsph1	-0.59677031842699	0.11068375
ENSMUSG00000045071	E130308A19Rik	-0.595918649761221	0.478973
ENSMUSG00000027367	Stard7	-0.595633635291928	0.5968135
ENSMUSG00000074994	Qser1	-0.595532627411678	0.368371499999999
ENSMUSG00000032010	Usp2	-0.594185022209928	0.7100365
ENSMUSG00000002489	Tiam1	-0.594016625740406	0.15854795
ENSMUSG00000021965	Ska3	-0.593958989652342	0.46749
ENSMUSG00000021694	Ercc8	-0.593918141861841	0.03227875
ENSMUSG00000026827	Gpd2	-0.593604547445534	0.0736258
ENSMUSG00000030867	Plk1	-0.593517260800903	0.483564499999999
ENSMUSG00000035621	Midn	-0.593447477182486	0.6328115
ENSMUSG00000021699	Pde4d	-0.592877351678585	0.0407549
ENSMUSG00000023087	Noct	-0.592744518044954	0.4533785
ENSMUSG00000062825	Actg1	-0.590367530382402	0.7669125
ENSMUSG00000036975	Tmem177	-0.590156153629682	0.5590335
ENSMUSG00000030847	Bag3	-0.589632665402494	0.6987075
ENSMUSG00000032349	Elovl5	-0.589367152891623	0.5942735
ENSMUSG00000026622	Nek2	-0.589353284313869	0.189584
ENSMUSG00000033948	Zswim5	-0.588897821600844	0.13862845
ENSMUSG00000035325	Sec31a	-0.588155095938248	0.3932875
ENSMUSG00000061838	Suclg2	-0.587902330725409	0.214614499999999
ENSMUSG00000028518	Prkaa2	-0.587394604512541	0.615588
ENSMUSG00000033400	Agl	-0.587177907425957	0.416684
ENSMUSG00000051747	Ttn	-0.587093164639672	0.612487999999999
ENSMUSG00000001089	Luzp1	-0.586689933033324	0.6715715
ENSMUSG00000036882	Arhgap33	-0.586179616103764	0.172497
ENSMUSG00000072082	Ccnf	-0.585992684208396	0.280517
ENSMUSG00000020782	Llgl2	-0.585174839312965	0.387385
ENSMUSG00000026039	Sgo2a	-0.585112089706147	0.483444
ENSMUSG00000064981	Snora70	-0.585109332415391	0.569343
ENSMUSG00000042029	Ncapg2	-0.585062346359393	0.0492284999999999
ENSMUSG00000042302	Ehbp1	-0.584932338935417	0.319984
ENSMUSG00000026565	Pou2f1	-0.584909190392879	0.3998945
ENSMUSG00000027963	Extl2	-0.584898575606236	0.2820795
ENSMUSG00000030871	Ears2	-0.584316176368421	0.52361
ENSMUSG00000031672	Got2	-0.584272959392865	0.490866
ENSMUSG00000050410	Tcf19	-0.584176532451236	0.4714005
ENSMUSG00000048582	Gja3	-0.584046722177462	0.5838165
ENSMUSG00000038704	Aspdh	-0.583709521955731	0.3372045
ENSMUSG00000031386	Hcfc1	-0.582933578382226	0.333616
ENSMUSG00000025395	Prim1	-0.58286883803818	0.1741425
ENSMUSG00000035168	Tanc1	-0.582460209171814	0.5666125
ENSMUSG00000047963	Stbd1	-0.581751775817772	0.7264765
ENSMUSG00000050953	Gja1	-0.581426810923746	0.452728
ENSMUSG00000066406	Akap13	-0.580679687086238	0.515389
ENSMUSG00000002100	Mybpc3	-0.580502075602041	0.709601
ENSMUSG00000020471	Pold2	-0.580423911693152	0.324145
ENSMUSG00000031273	Col4a6	-0.57919410645209	0.05539985
ENSMUSG00000071540	3425401B19Rik	-0.578669384738587	0.535664
ENSMUSG00000027792	Bche	-0.578619340914645	0.4370385
ENSMUSG00000000149	Gna12	-0.578416201297115	0.633976
ENSMUSG00000033706	Smyd5	-0.578163399014566	0.294386
ENSMUSG00000031262	Cenpi	-0.577937915198422	0.1031511
ENSMUSG00000089726	Mir17hg	-0.577499595565986	0.704209
ENSMUSG00000059791	Nrm	-0.57740921377406	0.5029375
ENSMUSG00000036782	Klhl13	-0.576433922163196	0.3518025
ENSMUSG00000051278	Zgrf1	-0.575942788755271	0.07538545
ENSMUSG00000026510	Trp53bp2	-0.575893311342194	0.4524795
ENSMUSG00000021180	Rps6ka5	-0.57587728700269	0.215951
ENSMUSG00000058729	Lin9	-0.575837694863402	0.1501765
ENSMUSG00000021952	Xpo4	-0.575431711293434	0.409362
ENSMUSG00000075028	Prdm11	-0.574970173032421	0.3429805
ENSMUSG00000027961	Lrrc39	-0.574766848900376	0.5297095
ENSMUSG00000006641	Slc5a6	-0.574656109524353	0.0568315
ENSMUSG00000045294	Insig1	-0.574464320366937	0.382945
ENSMUSG00000056214	Pard6g	-0.574131360651521	0.3441855
ENSMUSG00000021235	Coq6	-0.5740862788684	0.5337315
ENSMUSG00000047454	Gphn	-0.573948171435576	0.0783050999999999
ENSMUSG00000103585	Pcdhgb4	-0.573733856784377	0.5242465
ENSMUSG00000006589	Aprt	-0.573334192369651	0.643296499999999
ENSMUSG00000034258	Flvcr2	-0.573277466097557	0.25195
ENSMUSG00000049090	Zadh2	-0.572824785291148	0.6785865
ENSMUSG00000011154	Cfap161	-0.572104364977113	0.0176372
ENSMUSG00000003865	Gys1	-0.571684192846466	0.365838499999999
ENSMUSG00000028718	Stil	-0.571524918008097	0.15287675
ENSMUSG00000022314	Rad21	-0.571422642094926	0.5120815
ENSMUSG00000040105	Plpp6	-0.571102905629894	0.616999
ENSMUSG00000021277	Traf3	-0.570608437317891	0.308556
ENSMUSG00000033952	Aspm	-0.570520296732502	0.2994535
ENSMUSG00000024642	Tle4	-0.570399068419421	0.4196205
ENSMUSG00000037242	Clic4	-0.570397738130096	0.721111
ENSMUSG00000021579	Lrrc14b	-0.569585905993913	0.674231999999999
ENSMUSG00000079553	Kifc1	-0.568820187222807	0.494600999999999
ENSMUSG00000042590	Ipo11	-0.568701992779975	0.214051
ENSMUSG00000020919	Stat5b	-0.568696043472103	0.4752335
ENSMUSG00000029516	Cit	-0.568140231100107	0.0466976
ENSMUSG00000028156	Eif4e	-0.568093412716728	0.605391
ENSMUSG00000030045	Mrpl19	-0.567825124787005	0.281265
ENSMUSG00000039117	Taf4	-0.567568649052964	0.5390495
ENSMUSG00000009207	Lnpk	-0.567383886552245	0.2751035
ENSMUSG00000044201	Cdc25c	-0.567190335201437	0.11976155
ENSMUSG00000006221	Hspb7	-0.566128822426169	0.7126625
ENSMUSG00000029534	St7	-0.565956851029243	0.436697499999999
ENSMUSG00000061024	Rrs1	-0.564727600767305	0.612305
ENSMUSG00000021287	Xrcc3	-0.564539976092125	0.153576
ENSMUSG00000028693	Nasp	-0.564531780183202	0.5496095
ENSMUSG00000062115	Rai1	-0.564335441826316	0.6737645
ENSMUSG00000036819	Jmjd4	-0.564310531405113	0.582541
ENSMUSG00000028873	Cdca8	-0.563299526502257	0.3234515
ENSMUSG00000040761	Spen	-0.563141544917651	0.5763
ENSMUSG00000034023	Fancd2	-0.561952636986981	0.0
ENSMUSG00000028991	Mtor	-0.561889013662511	0.06237575
ENSMUSG00000042010	Acacb	-0.561887450379399	0.3057795
ENSMUSG00000042606	Hirip3	-0.561874381208402	0.2840575
ENSMUSG00000032062	2310030G06Rik	-0.561871578236923	0.545574
ENSMUSG00000017756	Slc12a7	-0.56087777752387	0.422903
ENSMUSG00000037936	Scarb1	-0.560858755650703	0.3788585
ENSMUSG00000038319	Kcnh2	-0.560034560153409	0.649566
ENSMUSG00000074802	Gas2l3	-0.559760105416509	0.423531499999999
ENSMUSG00000029814	Igf2bp3	-0.559473873431422	0.560724
ENSMUSG00000020926	Adam11	-0.559331047090178	0.265618
ENSMUSG00000005882	Uqcc1	-0.558810393094183	0.3959985
ENSMUSG00000031896	Ctrl	-0.558369239048528	0.0919357
ENSMUSG00000062077	Trim54	-0.557990460363193	0.15937645
ENSMUSG00000001729	Akt1	-0.557986936684755	0.7063235
ENSMUSG00000056900	Usp13	-0.557735036585639	0.5090645
ENSMUSG00000026494	Kif26b	-0.557095050667791	0.497050499999999
ENSMUSG00000022253	Nadk2	-0.556799864200201	0.492607
ENSMUSG00000015176	Nolc1	-0.556536911463719	0.2913735
ENSMUSG00000033389	Arhgap44	-0.556198498842354	0.363898
ENSMUSG00000044033	Ccdc141	-0.555862852591952	0.578349
ENSMUSG00000020914	Top2a	-0.55547092727271	0.448539
ENSMUSG00000010048	Ifrd2	-0.555436510129465	0.6439765
ENSMUSG00000039410	Prdm16	-0.554901765336862	0.5638225
ENSMUSG00000026028	Trak2	-0.554861616904361	0.440862
ENSMUSG00000039768	Dnajc11	-0.55473063760057	0.413173499999999
ENSMUSG00000024301	Kifc5b	-0.554352959801792	0.4545925
ENSMUSG00000024542	Cep192	-0.552401145325837	0.0880632
ENSMUSG00000015880	Ncapg	-0.552305293655453	0.060337
ENSMUSG00000028687	Mutyh	-0.551910575100879	0.06656415
ENSMUSG00000087305	A430035B10Rik	-0.551762371674043	0.04959325
ENSMUSG00000096146	Kcnj11	-0.551758237947673	0.656048
ENSMUSG00000026123	Plekhb2	-0.551446837435246	0.29799
ENSMUSG00000020547	Bzw2	-0.550559905091465	0.4524725
ENSMUSG00000019773	Fbxo5	-0.550531471367081	0.691896
ENSMUSG00000043702	Pde12	-0.550209684452919	0.434817499999999
ENSMUSG00000022792	Yars2	-0.549892536772188	0.500225
ENSMUSG00000051517	Arhgef39	-0.549215272104472	0.5734385
ENSMUSG00000026389	Steap3	-0.549053924005681	0.05998245
ENSMUSG00000031562	Dctd	-0.548862256086475	0.0232259
ENSMUSG00000039509	Nup133	-0.548715182713809	0.0104041
ENSMUSG00000052214	Opa3	-0.548630483639674	0.4709855
ENSMUSG00000020211	Sf3a2	-0.548325268693946	0.5013375
ENSMUSG00000022120	Rnf219	-0.548277240943648	0.228663
ENSMUSG00000022142	Nup155	-0.548276411225271	0.0595575999999999
ENSMUSG00000030553	Pgpep1l	-0.548136502561049	0.04557625
ENSMUSG00000046179	E2f8	-0.547874692332006	0.5586765
ENSMUSG00000027324	Rpusd2	-0.547760059342228	0.434839
ENSMUSG00000043154	Ppp2r3a	-0.547703096603734	0.5085135
ENSMUSG00000027641	Rbl1	-0.547048827766568	0.04962315
ENSMUSG00000000384	Tbrg4	-0.546895598809825	0.5172875
ENSMUSG00000044702	Palb2	-0.546558249243361	0.02313015
ENSMUSG00000026603	Smyd2	-0.546535961454417	0.607876
ENSMUSG00000025104	Hdgfl3	-0.544978992529014	0.4379875
ENSMUSG00000032834	Pwp2	-0.544354276890525	0.08615945
ENSMUSG00000018849	Wwc1	-0.543856162707937	0.03680485
ENSMUSG00000085440	Sorbs2os	-0.543847265055654	0.597163
ENSMUSG00000020808	Pimreg	-0.543770237919076	0.461416
ENSMUSG00000021313	Ryr2	-0.54349624779596	0.5025585
ENSMUSG00000042680	Garem1	-0.543460760300409	0.619221999999999
ENSMUSG00000001403	Ube2c	-0.543252613230966	0.2442015
ENSMUSG00000023940	Sgo1	-0.542796933162854	0.4098845
ENSMUSG00000031781	Ciapin1	-0.542601395833098	0.4510375
ENSMUSG00000048856	Slc25a47	-0.54221724690897	0.133823
ENSMUSG00000027353	Mcm8	-0.542020655708034	0.0
ENSMUSG00000060098	Prmt7	-0.541935541642704	0.0385819
ENSMUSG00000026941	Mamdc4	-0.541706814046644	0.260975
ENSMUSG00000060862	Zbtb40	-0.541450819109622	0.214623
ENSMUSG00000033581	Igf2bp2	-0.540221345783305	0.5480625
ENSMUSG00000029594	Rbm19	-0.54009543174353	0.0671315
ENSMUSG00000019303	Psmc3ip	-0.539795169685185	0.3006365
ENSMUSG00000025195	Dnmbp	-0.539645259688398	0.3199065
ENSMUSG00000024791	Cdca5	-0.53915955245948	0.521413
ENSMUSG00000019718	L3hypdh	-0.538759265526362	0.3963535
ENSMUSG00000028069	Gpatch4	-0.537918898394094	0.3730405
ENSMUSG00000055884	Fancm	-0.537830566860419	0.0838265
ENSMUSG00000019838	Slc16a10	-0.537498102245386	0.5203725
ENSMUSG00000027663	Zmat3	-0.53747261271111	0.334481
ENSMUSG00000025265	Fgd1	-0.537017663399901	0.256041
ENSMUSG00000072720	Myo18b	-0.536591540399615	0.3673245
ENSMUSG00000062794	Zfp599	-0.536154786473933	0.152334
ENSMUSG00000006586	Runx1t1	-0.536110578294019	0.5681425
ENSMUSG00000025383	Il23a	-0.535892204095832	0.2306812
ENSMUSG00000038729	Pakap	-0.535800724367695	0.6706175
ENSMUSG00000031004	Mki67	-0.535265481368775	0.6038075
ENSMUSG00000039831	Arhgap29	-0.535252768723909	0.5023825
ENSMUSG00000026429	Ube2t	-0.535192658182493	0.313501999999999
ENSMUSG00000037905	Bri3bp	-0.534587916003776	0.578365
ENSMUSG00000030029	Lrig1	-0.53452585562579	0.479651
ENSMUSG00000031278	Acsl4	-0.533588365538286	0.405248999999999
ENSMUSG00000028633	Ctps	-0.53356757568508	0.472656
ENSMUSG00000030528	Blm	-0.53341997573479	0.219986
ENSMUSG00000070699	Sars2	-0.53315339416504	0.05766
ENSMUSG00000027459	Fam110a	-0.532396425565111	0.3305765
ENSMUSG00000054206	Gzmm	-0.531797607818619	0.2496795
ENSMUSG00000042688	Mapk6	-0.531715920634011	0.305393
ENSMUSG00000025574	Tk1	-0.531698705697347	0.656856
ENSMUSG00000005483	Dnajb1	-0.53151507471758	0.7035415
ENSMUSG00000030662	Ipo5	-0.531362767737704	0.306613
ENSMUSG00000029507	Pus1	-0.531065296104156	0.4550975
ENSMUSG00000002984	Tomm40	-0.530947566875911	0.3836185
ENSMUSG00000032220	Myo1e	-0.530675353102498	0.2950155
ENSMUSG00000029521	Chek2	-0.530519777630059	0.00728775
ENSMUSG00000028884	Rpa2	-0.530415152714787	0.0817101
ENSMUSG00000051220	Ercc6l	-0.53023705138936	0.550306
ENSMUSG00000097397	Gm16861	-0.530147605059677	0.199782
ENSMUSG00000026447	Pik3c2b	-0.530051323459389	0.3468445
ENSMUSG00000038214	Bend3	-0.529863543531428	0.4386315
ENSMUSG00000049823	Zbtb12	-0.529860955858825	0.0249065
ENSMUSG00000029366	Dck	-0.529827532247925	0.286694499999999
ENSMUSG00000042462	Dctpp1	-0.529753244632484	0.3185815
ENSMUSG00000078768	Zfp566	-0.529530695808727	0.2665455
ENSMUSG00000021733	Slc4a7	-0.529331755770529	0.201193999999999
ENSMUSG00000070733	Fryl	-0.529153747033439	0.275953
ENSMUSG00000015605	Srf	-0.528732974768981	0.7755195
ENSMUSG00000109941	Exosc6	-0.5286970101696	0.432127
ENSMUSG00000020648	Dus4l	-0.528498010651055	0.08032765
ENSMUSG00000053646	Plxnb1	-0.528470401440994	0.3280195
ENSMUSG00000018974	Sart3	-0.528207111117955	0.45385
ENSMUSG00000033060	Lmo7	-0.528196360693933	0.512056
ENSMUSG00000024393	Prrc2a	-0.527952674392092	0.586683499999999
ENSMUSG00000024236	Svil	-0.527926275645473	0.571949
ENSMUSG00000050107	Haspin	-0.527076317533596	0.702847
ENSMUSG00000046808	Atp10d	-0.526962696157064	0.0693685
ENSMUSG00000027332	Ivd	-0.526405445231966	0.187607499999999
ENSMUSG00000029671	Wnt16	-0.526373495292835	0.11922085
ENSMUSG00000031897	Psmb10	-0.526025670713051	0.474723
ENSMUSG00000021799	Opn4	-0.525521002156577	0.376588
ENSMUSG00000040705	A930016O22Rik	-0.525196861305359	0.5301115
ENSMUSG00000030970	Ctbp2	-0.525129684254389	0.67841
ENSMUSG00000022369	Mtbp	-0.525010985158517	0.0315289
ENSMUSG00000028933	Xrcc2	-0.52468001782096	0.494786
ENSMUSG00000021798	Ldb3	-0.524275790774726	0.5831185
ENSMUSG00000048922	Cdca2	-0.524175371087998	0.2734175
ENSMUSG00000026496	Parp1	-0.52339166921064	0.2079275
ENSMUSG00000056602	Fry	-0.523358890781803	0.343987999999999
ENSMUSG00000027983	Cyp2u1	-0.523318435726874	0.378339
ENSMUSG00000059327	Eda	-0.522786133008045	0.05233115
ENSMUSG00000041961	Znrf3	-0.522547358853684	0.559324
ENSMUSG00000022477	Aco2	-0.522501669740494	0.622335
ENSMUSG00000038582	Pptc7	-0.522409741526143	0.7073305
ENSMUSG00000037846	Rtkn2	-0.522386366775864	0.1002296
ENSMUSG00000028453	Fancg	-0.522291019904463	0.08029145
ENSMUSG00000041733	Coq5	-0.522113014668031	0.4339575
ENSMUSG00000050315	Synpo2	-0.522059171597393	0.2603975
ENSMUSG00000026082	Rev1	-0.521850442380688	0.369404
ENSMUSG00000032840	2410131K14Rik	-0.521775991862304	0.3270715
ENSMUSG00000034413	Neurl1b	-0.521706964301285	0.5825325
ENSMUSG00000032536	Trak1	-0.521378178887108	0.554079
ENSMUSG00000032352	Lrrc1	-0.520990657690638	0.597016
ENSMUSG00000027635	Dsn1	-0.520480840009176	0.2397815
ENSMUSG00000028433	Ubap2	-0.519933469989416	0.4709025
ENSMUSG00000078762	Haus5	-0.519835474263828	0.04116445
ENSMUSG00000015745	Plekho1	-0.519661561835142	0.6407635
ENSMUSG00000097039	Pvt1	-0.519542033353617	0.050923
ENSMUSG00000078185	Chml	-0.519511133312183	0.520347
ENSMUSG00000033871	Ppargc1b	-0.519411032583993	0.698336
ENSMUSG00000036580	Spg20	-0.519283066571219	0.456653
ENSMUSG00000020212	Mdm1	-0.519116244150255	0.0323316
ENSMUSG00000004356	Utp20	-0.518671284788626	0.0
ENSMUSG00000001467	Cyp51	-0.518436948128099	0.320693
ENSMUSG00000055653	Gpc3	-0.51810361450704	0.403139
ENSMUSG00000021932	Rnaseh2b	-0.517700144344765	0.11819075
ENSMUSG00000014361	Mertk	-0.517347391457269	0.2055435
ENSMUSG00000035310	Lin54	-0.516657696622272	0.343176
ENSMUSG00000033763	Mtss2	-0.51653404627696	0.2675035
ENSMUSG00000075415	Fnbp1	-0.515895601071114	0.3193185
ENSMUSG00000001763	Tspan33	-0.515685584918798	0.03439065
ENSMUSG00000037851	Iars	-0.515584695937879	0.0722759
ENSMUSG00000035764	Fbxo45	-0.515440670099176	0.6282335
ENSMUSG00000035164	Zc3h12c	-0.514864028609218	0.5406
ENSMUSG00000032788	Pdxk	-0.51477337939433	0.2221945
ENSMUSG00000002221	Paxip1	-0.514454744554386	0.154663649999999
ENSMUSG00000028341	Nr4a3	-0.514149730647013	0.0
ENSMUSG00000033565	Rbfox2	-0.513928506881247	0.665280499999999
ENSMUSG00000052374	Actn2	-0.513804990399751	0.6154695
ENSMUSG00000028690	Mmachc	-0.513554000676647	0.2610965
ENSMUSG00000039474	Wfs1	-0.513525962855667	0.24829
ENSMUSG00000030346	Rad51ap1	-0.512906449961708	0.292750499999999
ENSMUSG00000038086	Hspb2	-0.512749432405982	0.879796
ENSMUSG00000049134	Nrap	-0.512748821396796	0.308972
ENSMUSG00000040177	2310057M21Rik	-0.512255260679305	0.2568665
ENSMUSG00000024962	Vegfb	-0.512207548177612	0.6628695
ENSMUSG00000041219	Arhgap11a	-0.511516032534298	0.4378855
ENSMUSG00000024472	Dcp2	-0.511393406504359	0.47614
ENSMUSG00000051166	Eml5	-0.511103930387519	0.159893
ENSMUSG00000028893	Sesn2	-0.511045704117126	0.308933499999999
ENSMUSG00000027405	Nop56	-0.510730104439858	0.5198605
ENSMUSG00000032724	Abtb2	-0.5098896826349	0.6471
ENSMUSG00000069094	Pde7a	-0.509705437228531	0.5343765
ENSMUSG00000020423	Btg2	-0.509492208842569	0.7086815
ENSMUSG00000031292	Cdkl5	-0.509198392221558	0.3110055
ENSMUSG00000022426	Josd1	-0.509170129657521	0.7217425
ENSMUSG00000029610	Aimp2	-0.508803563443168	0.605753
ENSMUSG00000032826	Ank2	-0.508788087606103	0.1882975
ENSMUSG00000019845	Tube1	-0.508548166706733	0.058464
ENSMUSG00000030652	Coq7	-0.50831007147449	0.0714827
